Location,Price,Price per m2,Size M2,Rooms
"Warszawa, Mokotów, Ksawerów, Bukowińska",5 200 000 zł,13 083 zł/m²,397.45 m²,6 pokoi
"Warszawa, Śródmieście, Pańska",720 000 zł,18 947 zł/m²,38 m²,2 pokoje
"Warszawa, Śródmieście, Powiśle, Wybrzeże Kościuszkowskie",620 000 zł,20 667 zł/m²,30 m²,1 pokój
"Warszawa, Praga-Południe, Saska Kępa, Saska",720 000 zł,18 265 zł/m²,39.42 m²,2 pokoje
"Warszawa, Wilanów",3 100 000 zł,14 091 zł/m²,220 m²,5 pokoi
"Warszawa, Mokotów, Zbyszka Cybulskiego",3 600 000 zł,25 000 zł/m²,144 m²,4 pokoje
"Warszawa, Śródmieście, Stare Miasto, Mostowa",910 000 zł,26 947 zł/m²,33.77 m²,2 pokoje
"Warszawa, Wola, Grzybowska",5 300 000 zł,25 764 zł/m²,205.71 m²,4 pokoje
"Warszawa, Wawer, Borków",655 000 zł,10 234 zł/m²,64 m²,3 pokoje
"Warszawa, Śródmieście, Marszałkowska",1 580 000 zł,22 427 zł/m²,70.45 m²,2 pokoje
"Warszawa, Mokotów, Białej Floty",3 310 000 zł,25 072 zł/m²,132.02 m²,5 pokoi
"Warszawa, Mokotów, Białej Floty",2 315 000 zł,20 150 zł/m²,114.89 m²,4 pokoje
"Warszawa, Żoliborz, gen. Józefa Zajączka",5 950 000 zł,21 017 zł/m²,283.1 m²,6 pokoi
"Warszawa, Mokotów",2 980 000 zł,23 101 zł/m²,129 m²,4 pokoje
"Warszawa, Śródmieście, Śródmieście Południowe, Pl. Unii Lubelskiej",4 600 000 zł,18 511 zł/m²,248.5 m²,7 pokoi
"Warszawa, Praga-Południe, Kamionek, Mińska",714 780 zł,18 000 zł/m²,39.71 m²,2 pokoje
"Warszawa, Mokotów",1 300 000 zł,16 673 zł/m²,77.97 m²,3 pokoje
"Warszawa, Praga-Południe, Kamionek, Mińska",828 540 zł,18 000 zł/m²,46.03 m²,2 pokoje
"Warszawa, Mokotów, Sadyba",2 250 000 zł,22 959 zł/m²,98 m²,4 pokoje
"Warszawa, Śródmieście",5 500 000 zł,32 934 zł/m²,167 m²,4 pokoje
"Warszawa, Wilanów",2 100 000 zł,12 575 zł/m²,167 m²,4 pokoje
"Warszawa, Śródmieście",1 710 000 zł,20 662 zł/m²,82.76 m²,3 pokoje
"Warszawa, Ursynów, Makolągwy",950 000 zł,10 920 zł/m²,87 m²,4 pokoje
"Warszawa, Praga-Południe, Grochów",599 000 zł,12 505 zł/m²,47.9 m²,2 pokoje
"Warszawa, Mokotów, Pory",1 995 000 zł,14 669 zł/m²,136 m²,5 pokoi
"Warszawa, Śródmieście, Śródmieście Południowe, Wojciecha Górskiego",2 400 000 zł,29 630 zł/m²,81 m²,3 pokoje
"Warszawa, Wola",633 750 zł,19 500 zł/m²,32.5 m²,2 pokoje
"Warszawa, Wilanów",4 000 000 zł,20 000 zł/m²,200 m²,5 pokoi
"Warszawa, Wilanów",2 250 000 zł,12 162 zł/m²,185 m²,4 pokoje
"Warszawa, Śródmieście, Moliera",3 550 000 zł,20 595 zł/m²,172.37 m²,6 pokoi
"Warszawa, Ochota, Racławicka",1 490 000 zł,11 863 zł/m²,125.6 m²,4 pokoje
"Warszawa, Mokotów",1 285 000 zł,11 682 zł/m²,110 m²,3 pokoje
"Warszawa, Mokotów, Dolny Mokotów, Tadeusza Hołówki",1 150 000 zł,15 745 zł/m²,73.04 m²,3 pokoje
"Warszawa, Śródmieście, Nowogrodzka",5 200 000 zł,16 250 zł/m²,320 m²,5 pokoi
"Warszawa, Ochota, Walentego Skorochód-Majewskiego",575 000 zł,12 555 zł/m²,45.8 m²,2 pokoje
"Warszawa, Mokotów, Antoniego Edwarda Odyńca",4 000 000 zł,26 786 zł/m²,149.33 m²,4 pokoje
"Warszawa, Mokotów, Antoniego Edwarda Odyńca",2 600 000 zł,25 084 zł/m²,103.65 m²,3 pokoje
"Warszawa, Mokotów, Antoniego Edwarda Odyńca",1 700 000 zł,23 387 zł/m²,72.69 m²,2 pokoje
"Warszawa, Mokotów, Ludowa",6 750 000 zł,37 143 zł/m²,181.73 m²,5 pokoi
"Warszawa, Mokotów, Puławska",4 850 000 zł,32 333 zł/m²,150 m²,4 pokoje
"Warszawa, Wilanów, Zawady, Syta",1 780 000 zł,12 192 zł/m²,146 m²,4 pokoje
"Warszawa, Mokotów, Jazgarzewska",4 325 000 zł,25 000 zł/m²,173 m²,3 pokoje
"Warszawa, Mokotów, Antoniego Edwarda Odyńca",1 000 000 zł,22 406 zł/m²,44.63 m²,2 pokoje
"Warszawa, Mokotów, Antoniego Edwarda Odyńca",999 000 zł,22 284 zł/m²,44.83 m²,2 pokoje
"Warszawa, Mokotów, Antoniego Edwarda Odyńca",2 550 000 zł,24 740 zł/m²,103.07 m²,3 pokoje
"Warszawa, Mokotów, Antoniego Edwarda Odyńca",3 800 000 zł,26 051 zł/m²,145.87 m²,4 pokoje
"Warszawa, Wola, al. Aleja Prymasa Tysiąclecia",680 000 zł,22 078 zł/m²,30.8 m²,2 pokoje
"Warszawa, Wola",382 000 zł,15 917 zł/m²,24 m²,1 pokój
"Warszawa, Białołęka, Grodzisk, ul. Jasiniec",779 000 zł,8954 zł/m²,87 m²,5 pokoi
"Warszawa, Śródmieście, Śródmieście Północne",920 000 zł,27 561 zł/m²,33.38 m²,2 pokoje
"Warszawa, Wilanów, Sarmacka",2 150 000 zł,19 027 zł/m²,113 m²,4 pokoje
"Warszawa, Mokotów, Dolny Mokotów, Jana III Sobieskiego",4 900 000 zł,18 747 zł/m²,261.38 m²,5 pokoi
"Warszawa, Mokotów, Wyględów, Biały Kamień",2 800 000 zł,25 455 zł/m²,110 m²,4 pokoje
"Warszawa, Śródmieście, Wojciecha Górskiego",1 550 000 zł,28 923 zł/m²,53.59 m²,2 pokoje
"Warszawa, Śródmieście, Belwederska",2 600 000 zł,13 131 zł/m²,198 m²,6 pokoi
"Warszawa, Śródmieście, Powiśle, Dobra",6 423 200 zł,40 000 zł/m²,160.58 m²,5 pokoi
"Warszawa, Śródmieście, Grzybowska",6 500 000 zł,33 679 zł/m²,193 m²,3 pokoje
"Warszawa, Śródmieście, Parkowa",13 000 000 zł,48 148 zł/m²,270 m²,5 pokoi
"Warszawa, Mokotów, Wierzbno, Adama Naruszewicza",6 544 800 zł,21 600 zł/m²,303 m²,4 pokoje
"Warszawa, Mokotów, Dolny Mokotów, okolice Park Łazienek",11 000 000 zł,40 115 zł/m²,274.21 m²,4 pokoje
"Warszawa, Mokotów, Jadźwingów",1 700 000 zł,16 425 zł/m²,103.5 m²,3 pokoje
"Warszawa, Śródmieście, Królewska",5 900 000 zł,26 818 zł/m²,220 m²,7 pokoi
"Warszawa, Mokotów, Górny Mokotów, Sztormowa",2 550 000 zł,21 519 zł/m²,118.5 m²,3 pokoje
"Warszawa, Śródmieście, Nowe Miasto, Karowa",4 000 000 zł,37 736 zł/m²,106 m²,3 pokoje
"Warszawa, Ursynów",1 450 000 zł,17 683 zł/m²,82 m²,2 pokoje
"Warszawa, Mokotów, Fort Piłsudskiego",9 000 000 zł,40 191 zł/m²,223.93 m²,4 pokoje
"Warszawa, Wilanów, Sarmacka",1 325 000 zł,14 722 zł/m²,90 m²,3 pokoje
"Warszawa, Bielany",3 550 000 zł,18 117 zł/m²,195.95 m²,5 pokoi
"Warszawa, Śródmieście, Aleja Niepodległości",2 050 000 zł,13 612 zł/m²,150.6 m²,5 pokoi
"Warszawa, Śródmieście, Aleja Szucha",3 190 000 zł,24 167 zł/m²,132 m²,4 pokoje
"Warszawa, Włochy, ul. Obywatelska",1 180 000 zł,15 754 zł/m²,74.9 m²,3 pokoje
"Warszawa, Praga-Południe",449 000 zł,13 606 zł/m²,33 m²,1 pokój
"Warszawa, Wola, al. Aleja Prymasa Tysiąclecia",680 000 zł,22 078 zł/m²,30.8 m²,2 pokoje
"Warszawa, Żoliborz",3 850 000 zł,16 176 zł/m²,238 m²,6 pokoi
"Warszawa, Białołęka, ul. Winorośli",635 000 zł,11 781 zł/m²,53.9 m²,3 pokoje
"Warszawa, Mokotów, Dolny Mokotów, ul. Kartaginy",599 000 zł,10 696 zł/m²,56 m²,3 pokoje
"Warszawa, Białołęka, Tarchomin, ul. Christa Botewa",670 000 zł,11 941 zł/m²,56.11 m²,3 pokoje
"Warszawa, Śródmieście, Hoża",1 440 000 zł,24 000 zł/m²,60 m²,2 pokoje
"Warszawa, Targówek, Bogumińska",650 000 zł,10 000 zł/m²,65 m²,2 pokoje
"Warszawa, Bemowo",610 000 zł,12 708 zł/m²,48 m²,2 pokoje
"Warszawa, Ursus, ul. Dzieci Warszawy",590 000 zł,13 418 zł/m²,43.97 m²,2 pokoje
"Warszawa, Wola",479 000 zł,11 683 zł/m²,41 m²,2 pokoje
"Warszawa, Mokotów, ul. Ananasowa 62",739 000 zł,16 946 zł/m²,43.61 m²,2 pokoje
"Warszawa, Mokotów, al. Wilanowska",1 150 000 zł,14 180 zł/m²,81.1 m²,3 pokoje
"Warszawa, Białołęka, Tarchomin, ul. Ceramiczna",899 000 zł,11 892 zł/m²,75.6 m²,3 pokoje
"Warszawa, Mokotów, ul. Oskara Langego",585 000 zł,13 605 zł/m²,43 m²,2 pokoje
"Warszawa, Ursynów",1 050 000 zł,15 761 zł/m²,66.62 m²,3 pokoje
"Warszawa, Wilanów",1 560 000 zł,20 734 zł/m²,75.24 m²,2 pokoje
"Warszawa, Mokotów",1 079 000 zł,14 974 zł/m²,72.06 m²,2 pokoje
"Warszawa, Wilanów",2 150 000 zł,23 446 zł/m²,91.7 m²,3 pokoje
"Warszawa, Bemowo, Chrzanów, ul. Kopalniana",999 900 zł,12 132 zł/m²,82.42 m²,3 pokoje
"Warszawa, Bielany",620 000 zł,10 877 zł/m²,57 m²,3 pokoje
"Warszawa, Bielany, Wrzeciono, ul. Wrzeciono",449 000 zł,12 135 zł/m²,37 m²,2 pokoje
"Warszawa, Targówek, Zacisze, Potulicka",580 000 zł,13 810 zł/m²,42 m²,2 pokoje
"Warszawa, Wola, ul. Okopowa",527 000 zł,15 970 zł/m²,33 m²,2 pokoje
"Warszawa, Białołęka, ul. Sieczna",429 000 zł,10 635 zł/m²,40.34 m²,2 pokoje
"Warszawa, mazowieckie",555 000 zł,11 660 zł/m²,47.6 m²,3 pokoje
"Warszawa, Śródmieście",749 000 zł,17 338 zł/m²,43.2 m²,2 pokoje
"Warszawa, Targówek, Targówek Mieszkaniowy, ul. Olgierda",790 000 zł,14 183 zł/m²,55.7 m²,3 pokoje
"Warszawa, Wawer",1 300 000 zł,8844 zł/m²,147 m²,5 pokoi
"Warszawa, Śródmieście",703 000 zł,18 500 zł/m²,38 m²,2 pokoje
"Warszawa, mazowieckie",560 000 zł,10 370 zł/m²,54 m²,2 pokoje
"Warszawa, Wola, Młynów, Zawiszy",890 000 zł,14 958 zł/m²,59.5 m²,2 pokoje
"Warszawa, Ochota",495 000 zł,12 857 zł/m²,38.5 m²,2 pokoje
"Warszawa, Mokotów",1 100 000 zł,13 497 zł/m²,81.5 m²,3 pokoje
"Warszawa, Targówek, Targówek Mieszkaniowy, Płosa",1 105 000 zł,14 539 zł/m²,76 m²,3 pokoje
"Warszawa, Wilanów",1 059 000 zł,15 830 zł/m²,66.9 m²,3 pokoje
"Warszawa, Praga-Południe, Grochów, Prochowa",799 000 zł,13 682 zł/m²,58.4 m²,3 pokoje
"Warszawa, Ursus, Piastowska",670 000 zł,10 327 zł/m²,64.88 m²,3 pokoje
"Warszawa, Mokotów, Sielce, Sułkowicka",1 645 000 zł,23 169 zł/m²,71 m²,2 pokoje
"Warszawa, Mokotów, Mariana Zdziechowskiego",731 241 zł,18 900 zł/m²,38.69 m²,2 pokoje
"Warszawa, Śródmieście, Śródmieście Południowe, Ludwika Waryńskiego",1 800 000 zł,24 324 zł/m²,74 m²,3 pokoje
"Warszawa, Śródmieście, Złota",1 026 000 zł,17 937 zł/m²,57.2 m²,2 pokoje
"Warszawa, Śródmieście, Karolkowa",3 100 000 zł,29 900 zł/m²,103.68 m²,4 pokoje
"Warszawa, Śródmieście",3 850 000 zł,18 780 zł/m²,205 m²,5 pokoi
"Warszawa, Śródmieście, Mokotowska",1 099 000 zł,21 340 zł/m²,51.5 m²,2 pokoje
"Warszawa, Śródmieście, Śródmieście Południowe, Kręta",2 500 000 zł,27 174 zł/m²,92 m²,3 pokoje
"Warszawa, Śródmieście, Foksal",7 501 890 zł,33 000 zł/m²,227.33 m²,4 pokoje
"Warszawa, Wilanów, Aleja Rzeczypospolitej",1 000 000 zł,16 866 zł/m²,59.29 m²,3 pokoje
"Warszawa, Mokotów, Dolny Mokotów",2 600 000 zł,15 619 zł/m²,166.46 m²,5 pokoi
"Warszawa, Targówek, Zamkowa",889 000 zł,11 965 zł/m²,74.3 m²,4 pokoje
"Warszawa, Wola, ul. Juliusza Ordona",500 000 zł,19 201 zł/m²,26.04 m²,1 pokój
"Warszawa, Rembertów, Stary Rembertów, al. Aleja gen. Antoniego Chruściela",780 000 zł,11 395 zł/m²,68.45 m²,3 pokoje
"Warszawa, Wawer, Marysin Wawerski",380 000 zł,10 133 zł/m²,37.5 m²,2 pokoje
"Warszawa, Wola, Burakowska",1 200 000 zł,18 209 zł/m²,65.9 m²,3 pokoje
"Warszawa, Mokotów, Sadyba, Spalska",745 000 zł,14 382 zł/m²,51.8 m²,3 pokoje
"Warszawa, Śródmieście, Śródmieście Południowe, Hoża",1 440 000 zł,24 000 zł/m²,60 m²,2 pokoje
"Warszawa, Śródmieście, Zgoda",1 190 000 zł,17 372 zł/m²,68.5 m²,3 pokoje
"Warszawa, Śródmieście",1 290 000 zł,18 971 zł/m²,68 m²,3 pokoje
"Warszawa, Wola, Mirów, Żelazna",809 000 zł,19 125 zł/m²,42.3 m²,2 pokoje
"Warszawa, Mokotów, Ksawerów, Bukowińska",1 460 000 zł,16 249 zł/m²,89.85 m²,3 pokoje
"Warszawa, Śródmieście, Złota",15 900 000 zł,76 296 zł/m²,208.4 m²,5 pokoi
"Warszawa, Mokotów, Wyględów, Karola Chodkiewicza",7 700 000 zł,24 444 zł/m²,315 m²,5 pokoi
"Warszawa, Mokotów, Pory",1 999 000 zł,14 699 zł/m²,136 m²,5 pokoi
"Warszawa, Śródmieście, Złota",13 300 000 zł,63 820 zł/m²,208.4 m²,5 pokoi
"Warszawa, Mokotów, Sadyba, Bernardyńska",3 699 000 zł,18 120 zł/m²,204.14 m²,4 pokoje
"Warszawa, Ursynów, ppłk. Zbigniewa Stanisława Kiedacza",2 000 000 zł,22 002 zł/m²,90.9 m²,4 pokoje
"Warszawa, Śródmieście, Nowogrodzka",5 200 000 zł,16 250 zł/m²,320 m²,5 pokoi
"Warszawa, Śródmieście, Powiśle, Okrąg",2 990 000 zł,25 339 zł/m²,118 m²,3 pokoje
"Warszawa, Wola, Czyste, Marcina Kasprzaka",3 280 000 zł,20 123 zł/m²,163 m²,5 pokoi
"Warszawa, Śródmieście, Śródmieście Południowe, Polna",2 600 000 zł,26 531 zł/m²,98 m²,4 pokoje
"Warszawa, Mokotów, Sadyba, Powsińska",1 280 000 zł,18 763 zł/m²,68.22 m²,2 pokoje
"Warszawa, Śródmieście, Nowowiejska",1 150 000 zł,22 120 zł/m²,51.99 m²,2 pokoje
"Warszawa, Bielany, Pasymska",3 500 000 zł,19 886 zł/m²,176 m²,4 pokoje
"Warszawa, Mokotów, Królikarnia",3 520 000 zł,25 882 zł/m²,136 m²,5 pokoi
"Warszawa, Wola, Mirów, Grzybowska",767 000 zł,26 000 zł/m²,29.5 m²,1 pokój
"Warszawa, Śródmieście, 29 Listopada",3 700 000 zł,28 005 zł/m²,132.12 m²,4 pokoje
"Warszawa, Mokotów, Służewiec, Obrzeżna",940 000 zł,17 407 zł/m²,54 m²,3 pokoje
"Warszawa, Wilanów, Prymasa Augusta Hlonda",2 199 000 zł,20 456 zł/m²,107.5 m²,3 pokoje
"Warszawa, Wola, Siedmiogrodzka",2 499 000 zł,22 718 zł/m²,110 m²,4 pokoje
"Warszawa, Żoliborz, Sady Żoliborskie, Ludwika Rydygiera",2 599 000 zł,24 752 zł/m²,105 m²,4 pokoje
"Warszawa, Wola, Jana Kazimierza",1 580 000 zł,22 507 zł/m²,70.2 m²,3 pokoje
"Warszawa, Śródmieście, Górnośląska",1 162 880 zł,23 000 zł/m²,50.56 m²,2 pokoje
"Warszawa, Ursus, Skorosze, Ryżowa",1 499 000 zł,18 060 zł/m²,83 m²,4 pokoje
"Warszawa, Śródmieście, Stare Nalewki",3 900 000 zł,32 125 zł/m²,121.4 m²,4 pokoje
"Warszawa, Mokotów, Juliana Bruna",2 970 000 zł,23 023 zł/m²,129 m²,4 pokoje
"Warszawa, Śródmieście, Złota",20 000 000 zł,102 197 zł/m²,195.7 m²,3 pokoje
"Warszawa, Żoliborz",3 674 600 zł,13 814 zł/m²,266 m²,5 pokoi
"Warszawa, Praga-Południe, Gocław, Ostrobramska",764 900 zł,13 767 zł/m²,55.56 m²,3 pokoje
"Warszawa, Wola, Mirów, Żelazna",2 200 000 zł,9524 zł/m²,231 m²,6 pokoi
"Warszawa, Praga-Północ, Szwedzka",1 850 000 zł,19 271 zł/m²,96 m²,4 pokoje
"Warszawa, Wola, Mirów, Grzybowska",6 000 000 zł,30 928 zł/m²,194 m²,4 pokoje
"Warszawa, Śródmieście, Śródmieście Południowe, Mokotowska",5 460 000 zł,39 000 zł/m²,140 m²,4 pokoje
"Warszawa, Żoliborz, Zygmunta Hübnera",2 450 000 zł,23 902 zł/m²,102.5 m²,4 pokoje
"Warszawa, Śródmieście, Śródmieście Północne, Złota",2 796 500 zł,24 108 zł/m²,116 m²,3 pokoje
"Warszawa, Śródmieście, Śródmieście Północne, Złota",8 900 000 zł,53 939 zł/m²,165 m²,4 pokoje
"Warszawa, Mokotów, Sadyba",499 000 zł,12 024 zł/m²,41.5 m²,2 pokoje
"Warszawa, Białołęka, Żerań, ul. Marywilska 67",449 000 zł,11 910 zł/m²,37.7 m²,2 pokoje
"Warszawa, Ursynów",424 000 zł,10 547 zł/m²,40.2 m²,1 pokój
"Warszawa, Wilanów",1 290 000 zł,17 432 zł/m²,74 m²,3 pokoje
"Warszawa, Wilanów",1 350 000 zł,15 169 zł/m²,89 m²,4 pokoje
"Warszawa, Praga-Południe, Józefa Garibaldiego",395 000 zł,19 750 zł/m²,20 m²,1 pokój
"Warszawa, Ursus, ul. Herbu Oksza",629 000 zł,9828 zł/m²,64 m²,3 pokoje
"Warszawa, Śródmieście, ul. Okólnik",1 180 000 zł,26 824 zł/m²,43.99 m²,2 pokoje
"Warszawa, Bielany, ul. Władysława Broniewskiego",467 000 zł,14 594 zł/m²,32 m²,2 pokoje
"Warszawa, Ursynów, ul. Stryjeńskich",625 000 zł,12 860 zł/m²,48.6 m²,2 pokoje
"Warszawa, Ursynów, Polinezyjska",529 000 zł,9200 zł/m²,57.5 m²,2 pokoje
"Warszawa, Ursynów, Alternatywy",1 087 500 zł,14 452 zł/m²,75.25 m²,3 pokoje
"Warszawa, Śródmieście, Śródmieście Południowe",3 300 000 zł,19 976 zł/m²,165.2 m²,5 pokoi
"Warszawa, Białołęka, ul. Skarbka z Gór",431 225 zł,12 216 zł/m²,35.3 m²,1 pokój
"Warszawa, Mokotów, Sielce, Jurija Gagarina",549 000 zł,11 296 zł/m²,48.6 m²,3 pokoje
"Warszawa, Śródmieście, Śródmieście Południowe, Ul. Koszykowa 47",1 250 000 zł,27 358 zł/m²,45.69 m²,2 pokoje
"Warszawa, Śródmieście, Śródmieście Południowe, Koszykowa 47",1 140 000 zł,27 737 zł/m²,41.1 m²,2 pokoje
"Warszawa, Praga-Północ, Łochowska",475 000 zł,14 316 zł/m²,33.18 m²,2 pokoje
"Warszawa, Mokotów",865 000 zł,17 475 zł/m²,49.5 m²,3 pokoje
"Warszawa, Wola",545 000 zł,14 495 zł/m²,37.6 m²,2 pokoje
"Warszawa, Wilanów",850 000 zł,17 708 zł/m²,48 m²,2 pokoje
"Warszawa, Wesoła, Stara Miłosna",999 000 zł,6986 zł/m²,143 m²,5 pokoi
"Warszawa, Ochota, Rakowiec, Racławicka",520 000 zł,11 064 zł/m²,47 m²,2 pokoje
"Warszawa, Targówek, Targówek Mieszkaniowy, Obwodowa",685 000 zł,12 998 zł/m²,52.7 m²,2 pokoje
"Warszawa, Targówek, Żuromińska",395 000 zł,10 260 zł/m²,38.5 m²,2 pokoje
"Warszawa, Ursynów",580 000 zł,11 577 zł/m²,50.1 m²,2 pokoje
"Warszawa, Praga-Południe, Saska Kępa, ul. Wandy",855 000 zł,16 442 zł/m²,52 m²,3 pokoje
"Warszawa, Targówek, Heleny Junkiewicz",420 000 zł,12 500 zł/m²,33.6 m²,1 pokój
"Warszawa, Bemowo, ul. Gustawa Morcinka",629 000 zł,13 644 zł/m²,46.1 m²,3 pokoje
"Warszawa, Praga-Północ",550 000 zł,14 103 zł/m²,39 m²,1 pokój
"Warszawa, Bielany",507 000 zł,15 364 zł/m²,33 m²,1 pokój
"Warszawa, Śródmieście, Powiśle, ul. Juliana Smulikowskiego",2 100 000 zł,21 999 zł/m²,95.46 m²,4 pokoje
"Warszawa, Ochota",420 000 zł,15 909 zł/m²,26.4 m²,1 pokój
"Warszawa, Wola",375 000 zł,15 306 zł/m²,24.5 m²,1 pokój
"Warszawa, Bemowo, Chrzanów, Szeligowska",769 000 zł,11 145 zł/m²,69 m²,4 pokoje
"Warszawa, Bemowo",900 000 zł,11 688 zł/m²,77 m²,4 pokoje
"Warszawa, Targówek, Targówek Mieszkaniowy, ul. Heleny Junkiewicz",410 000 zł,12 202 zł/m²,33.6 m²,1 pokój
"Warszawa, Mokotów, Jaśminowa",4 600 000 zł,28 750 zł/m²,160 m²,5 pokoi
"Warszawa, Wilanów, Wiktorii Wiedeńskiej",2 070 000 zł,15 899 zł/m²,130.2 m²,4 pokoje
"Warszawa, Śródmieście, Stare Miasto, pl. Zamkowy",1 990 000 zł,23 412 zł/m²,85 m²,3 pokoje
"Warszawa, Wilanów, Sarmacka",2 070 000 zł,18 079 zł/m²,114.5 m²,4 pokoje
"Warszawa, Mokotów, Służewiec, Bokserska",1 290 000 zł,22 844 zł/m²,56.47 m²,2 pokoje
"Warszawa, Wola, Waliców",3 490 000 zł,32 990 zł/m²,105.79 m²,4 pokoje
"Warszawa, Śródmieście, Nowogrodzka",1 370 000 zł,22 833 zł/m²,60 m²,2 pokoje
"Warszawa, Śródmieście, Kłopot",2 257 500 zł,21 500 zł/m²,105 m²,4 pokoje
"Warszawa, Mokotów, Konstruktorska",2 800 000 zł,25 957 zł/m²,107.87 m²,4 pokoje
"Warszawa, Mokotów, Postępu",716 000 zł,14 395 zł/m²,49.74 m²,2 pokoje
"Warszawa, Śródmieście, Złota",5 650 000 zł,51 598 zł/m²,109.5 m²,3 pokoje
"Warszawa, Żoliborz, Przasnyska",2 400 000 zł,28 777 zł/m²,83.4 m²,3 pokoje
"Warszawa, Wilanów, Adama Branickiego",750 000 zł,14 970 zł/m²,50.1 m²,2 pokoje
"Warszawa, Wilanów, Adama Branickiego",1 385 000 zł,13 935 zł/m²,99.39 m²,4 pokoje
"Warszawa, Wilanów, Adama Branickiego",800 000 zł,20 000 zł/m²,40 m²,2 pokoje
"Warszawa, Wilanów, Sarmacka",1 190 000 zł,15 867 zł/m²,75 m²,3 pokoje
"Warszawa, Żoliborz, Przasnyska",3 999 000 zł,30 928 zł/m²,129.3 m²,4 pokoje
"Warszawa, Wilanów, Zdrowa",3 100 000 zł,24 409 zł/m²,127 m²,5 pokoi
"Warszawa, Białołęka, Brzeziny, Warzelnicza",469 999 zł,11 996 zł/m²,39.18 m²,2 pokoje
"Warszawa, Ursynów",1 050 000 zł,15 761 zł/m²,66.62 m²,3 pokoje
"Warszawa, Ursynów",629 000 zł,9937 zł/m²,63.3 m²,3 pokoje
"Warszawa, Wilanów, ul. Adama Branickiego",899 999 zł,15 437 zł/m²,58.3 m²,2 pokoje
"Warszawa, Ursynów, Fort Służew",1 450 000 zł,19 411 zł/m²,74.7 m²,3 pokoje
"Warszawa, Śródmieście, Sienna",7 000 000 zł,20 435 zł/m²,342.55 m²,5 pokoi
"Warszawa, Mokotów, Stegny, Ukryty Raj",3 520 000 zł,25 882 zł/m²,136 m²,4 pokoje
"Warszawa, Wilanów, al. Rzeczypospolitej",1 319 000 zł,17 587 zł/m²,75 m²,3 pokoje
"Warszawa, Śródmieście, Chmielna",1 143 000 zł,24 995 zł/m²,45.73 m²,3 pokoje
"Warszawa, Wola, Okopowa",1 320 000 zł,16 923 zł/m²,78 m²,3 pokoje
"Warszawa, Wilanów, Bruzdowa",828 828 zł,16 150 zł/m²,51.32 m²,2 pokoje
"Warszawa, Mokotów, Bergamotki",1 280 000 zł,18 703 zł/m²,68.44 m²,3 pokoje
"Warszawa, Śródmieście, Hoża",1 440 000 zł,24 000 zł/m²,60 m²,2 pokoje
"Warszawa, Wilanów, al. Rzeczypospolitej",2 600 000 zł,25 490 zł/m²,102 m²,4 pokoje
"Warszawa, Mokotów",1 310 000 zł,17 933 zł/m²,73.05 m²,3 pokoje
"Warszawa, Wilanów, Sarmacka",2 100 000 zł,19 070 zł/m²,110.12 m²,3 pokoje
"Warszawa, Żoliborz, Szamocka",3 480 000 zł,33 080 zł/m²,105.2 m²,4 pokoje
"Warszawa, Wola, Krochmalna",980 000 zł,26 776 zł/m²,36.6 m²,2 pokoje
"Warszawa, Śródmieście, Wiejska",3 700 000 zł,43 839 zł/m²,84.4 m²,3 pokoje
"Warszawa, Wola, Grzybowska",1 187 058 zł,18 490 zł/m²,64.2 m²,3 pokoje
"Warszawa, Wilanów, Księdza Prymasa Augusta Hlonda",899 000 zł,17 645 zł/m²,50.95 m²,2 pokoje
"Warszawa, Mokotów, Biały Kamień",2 980 000 zł,32 437 zł/m²,91.87 m²,3 pokoje
"Warszawa, Ursynów",2 550 000 zł,22 251 zł/m²,114.6 m²,4 pokoje
"Warszawa, Wawer, ul. Klimontowska",653 000 zł,12 093 zł/m²,54 m²,2 pokoje
"Warszawa, Praga-Południe",540 000 zł,11 568 zł/m²,46.68 m²,3 pokoje
"Warszawa, Praga-Południe",540 000 zł,11 568 zł/m²,46.68 m²,2 pokoje
"Warszawa, Wawer",470 000 zł,10 000 zł/m²,47 m²,3 pokoje
"Warszawa, Mokotów",600 000 zł,10 582 zł/m²,56.7 m²,3 pokoje
"Warszawa, Ochota, ul. Szczęśliwicka",1 095 000 zł,13 485 zł/m²,81.2 m²,3 pokoje
"Warszawa, Wola, ul. Leszno",850 000 zł,16 197 zł/m²,52.48 m²,2 pokoje
"Warszawa, Ursynów",725 000 zł,13 641 zł/m²,53.15 m²,3 pokoje
"Warszawa, Praga-Południe, Grochów, Wspólna Droga",610 000 zł,8841 zł/m²,69 m²,3 pokoje
"Warszawa, Bielany, Stare Bielany, ul. Jana Kasprowicza",1 999 000 zł,18 042 zł/m²,110.8 m²,4 pokoje
"Warszawa, Mokotów, Stegny",450 000 zł,10 465 zł/m²,43 m²,2 pokoje
"Warszawa, Ursynów, ul. Jana Żabińskiego","563 212,50 zł",8997 zł/m²,62.6 m²,2 pokoje
"Warszawa, Praga-Południe, Władysława Umińskiego 8",575 000 zł,12 234 zł/m²,47 m²,2 pokoje
"Warszawa, Wawer, Heliotropów",395 000 zł,10 906 zł/m²,36.22 m²,2 pokoje
"Warszawa, Bemowo, Muszlowa",680 000 zł,10 462 zł/m²,65 m²,3 pokoje
"Warszawa, Mokotów, Belgijska",950 000 zł,15 833 zł/m²,60 m²,2 pokoje
